{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/BaseOpenmrsObjectTest.java', 'test_name': 'equals_shouldReturnfalseIfHibernateProxyOfOneThingIsComparedtoHibernateProxyofSomething'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfAsNeededIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldNotFailValidationIfDrugIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfDoseUnitsIsNullForSimpleDosingInstructionsDosingType'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFrequencyIsNullForSimpleDosingInstructionsDosingType'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfQuantityUnitsIsNullWhenQuantityIsPresent'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldFailIfConceptIsNullAndDrugIsNotSpecified'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugOrderValidatorTest.java', 'test_name': 'validate_shouldPassIfConceptIsNullAndDrugIsSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugValidatorTest.java', 'test_name': 'validate_shouldFailIfDrugOnDrugReferenceMapIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugValidatorTest.java', 'test_name': 'validate_shouldInvokeConceptMapTypeValidatorIfConceptMapTypeOnDrugReferenceMapIsNew'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/DrugValidatorTest.java', 'test_name': 'validate_shouldPassIfAllFieldsAreCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/EncounterValidatorTest.java', 'test_name': 'validate_shouldFailIfPatientIsNotSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/EncounterValidatorTest.java', 'test_name': 'validate_shouldFailIfEncounterDateTimeIsAfterCurrentDateTime'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/EncounterValidatorTest.java', 'test_name': 'validate_shouldFailIfEncounterDateTimeIsNotSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/EncounterValidatorTest.java', 'test_name': 'validate_shouldFailIfEncounterTypeIsNotSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/FieldTypeValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/FieldValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfNameIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/FieldValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfRetiredIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/FormValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfRetiredReasonIsEmpty'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/HL7SourceValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/LocationValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfRetiredAndRetireReasonIsNullOrEmpty'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/LocationValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfParentLocationCreatesALoop'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ObsValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfConceptDatatypeIsTextAndValueTextIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ObsValidatorTest.java', 'test_name': 'validate_shouldRejectAnInvalidConceptAndDrugCombination'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ObsValidatorTest.java', 'test_name': 'validate_shouldPassIfAnswerConceptAndConceptOfValueDrugMatch'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderFrequencyValidatorTest.java', 'test_name': 'validate_shouldFailIfConceptIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderTypeValidatorTest.java', 'test_name': 'validate_shouldFailIfNameIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderTypeValidatorTest.java', 'test_name': 'validate_shouldFailIfNameIsWhitespace'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderTypeValidatorTest.java', 'test_name': 'validate_shouldFailIfNameIsWhiteSpace'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderTypeValidatorTest.java', 'test_name': 'validate_shouldFailIfNameIsADuplicate'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfOrderAndEncounterHaveDifferentPatients'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfDateActivatedIsBeforeEncountersEncounterDatetime'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfActionIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/OrderValidatorTest.java', 'test_name': 'validate_shouldPassValidationIfTheClassOfTheOrderIsASubclassOfOrderTypejavaClass'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailIfThePatientFieldIsBlank'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailIfAnyPatientStateHasAnEndDateBeforeItsStartDate'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailIfAPatientStateHasAnInvalidWorkFlowState'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldPassForPatientStatesThatHaveTheSameStartDatesInTheSameWorkFlow'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailIfPatientProgramEndDateComesBeforeItsEnrolledDate'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailIfPatientProgramEnrolledDateIsInFuture'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailIfPatientProgramEndDateIsInFuture'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientProgramValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PatientValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfGenderIsBlank'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonAddressValidatorTest.java', 'test_name': 'validate_shouldFailIfTheStartDateIsInTheFuture'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonAddressValidatorTest.java', 'test_name': 'validate_shouldPassIfAllTheDatesAreValid'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonAddressValidatorTest.java', 'test_name': 'validate_shouldPassIfEndDateIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonAttributeTypeValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfNameIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonAttributeTypeValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFormatIsEmpty'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonMergeLogValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfPersonMergeLogDataIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonMergeLogValidatorTest.java', 'test_name': 'validate_shouldPassValidationIfFieldLengthsAreCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonMergeLogValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfDeathDateIsAFutureDate'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfPersonDoesNotHaveAtleastOneNonVoidedName'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/PersonValidatorTest.java', 'test_name': 'validate_shouldPassValidationIfGenderIsBlankForPersons'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ProgramValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfProgramNameAlreadyInUse'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ProviderValidatorTest.java', 'test_name': 'validate_shouldBeValidIfIdentifierIsSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ProviderValidatorTest.java', 'test_name': 'validate_shouldRejectAProviderIfItHasFewerThanMinOccursOfAnAttribute'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/RelationshipValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/RoleValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/StateConversionValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfConceptIsNullOrEmptyOrWhitespace'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/StateConversionValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfProgramWorkflowStateIsNullOrEmptyOrWhitespace'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/UserValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfEmailAsUsernameEnabledAndEmailInvalid'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/UserValidatorTest.java', 'test_name': 'validate_shouldNotThrowNPEWhenUserIsNull'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/UserValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfEmailIsInvalid'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/UserValidatorTest.java', 'test_name': 'validate_shouldPassValidationIfEmailIsValid'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/ValidateUtilTest.java', 'test_name': 'validateFieldLength_shouldRejectValueWhenNameIsToLong'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldFailIfPatientIsNotSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldFailIfVisitTypeIsNotSet'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldFailIfTheStartDatetimeIsAfterAnyEncounter'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldFailIfTheStopDatetimeIsBeforeAnyEncounter'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldFailIfAnAttributeIsBad'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldRejectAVisitIfStartDateTimeFallsIntoAnotherVisitOfTheSamePatient'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldRejectAVisitIfStopDateTimeFallsIntoAnotherVisitOfTheSamePatient'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldRejectAVisitIfItContainsAnotherVisitOfTheSamePatient'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldPassValidationIfFieldLengthsAreCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/api/src/test/java/org/openmrs/validator/VisitValidatorTest.java', 'test_name': 'validate_shouldFailValidationIfFieldLengthsAreNotCorrect'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/liquibase/src/test/java/org/openmrs/liquibase/AbstractSnapshotTunerTest.java', 'test_name': 'shouldReadResource'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/web/src/test/java/org/openmrs/web/filter/update/UpdateFilterTest.java', 'test_name': 'isSuperUser_shouldReturnTrueIfGivenUserHasSuperuserRole'}
{'file_path': 'projects/toga/SUBPROJECT/openmrs-core/web/src/test/java/org/openmrs/web/filter/update/UpdateFilterTest.java', 'test_name': 'isSuperUser_shouldReturnFalseIfGivenUserDoesNotHaveTheSuperUserRole'}
