{'file_path': 'projects/atlas/SUBPROJECT/james-project/backends-common/cassandra/src/test/java/org/apache/james/backends/cassandra/migration/CassandraMigrationServiceTest.java', 'test_name': 'getCurrentVersionShouldReturnCurrentVersion'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-api/src/test/java/org/apache/james/rrt/lib/SeparatorUtilTest.java', 'test_name': 'getSeparatorShouldReturnCommaWhenCommaIsPresent'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-ldap/src/test/java/org/apache/james/user/ldap/ReadOnlyUsersLDAPRepositoryTest.java', 'test_name': 'listShouldTakeFilterIntoAccount'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-ldap/src/test/java/org/apache/james/user/ldap/ReadOnlyUsersLDAPRepositoryTest.java', 'test_name': 'isAdministratorShouldReturnTrueWhenConfiguredAndUserIsAdmin'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-ldap/src/test/java/org/apache/james/user/ldap/ReadOnlyUsersLDAPRepositoryTest.java', 'test_name': 'containsShouldReturnFalseWhenUserDoesNotExists'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/domainlist/lib/AbstractDomainListPrivateMethodsTest.java', 'test_name': 'setDefaultDomainShouldSetFromConfigurationWhenDifferentFromLocalhost'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/domainlist/lib/AbstractDomainListPrivateMethodsTest.java', 'test_name': 'getDomainsShouldNotDetectDomainsWhenDisabled'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/domainlist/lib/AbstractDomainListPrivateMethodsTest.java', 'test_name': 'getDomainsShouldContainDetectedDomains'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/domainlist/lib/AbstractDomainListPrivateMethodsTest.java', 'test_name': 'containsDomainShouldReturnDetectedDomains'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/domainlist/lib/AbstractDomainListPrivateMethodsTest.java', 'test_name': 'envDomainShouldBeAddedUponConfiguration'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldReturnSingletonCollectionWhenSingleElementString'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldReturnSingleElementCollectionWhenTrailingDelimiterString'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldNotSkipEmptyValue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldReturnCollectionWhenValueContainsColonSeperatedValues'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldUseSemicolonDelimiterBeforeColonWhenValueContainsBoth'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldNotUseColonDelimiterWhenValueStartsWithDomain'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'fromRawStringShouldNotUseColonDelimiterWhenValueStartsWithRegex'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'serializeShouldReturnEmptyStringWhenEmpty'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'excludeShouldReturnEmptyCollectionWhenOnlyMatchingMapping'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/data/data-library/src/test/java/org/apache/james/rrt/lib/MappingsImplTest.java', 'test_name': 'mergeShouldReturnLeftWhenRightIsEmpty'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/integration-testing/src/test/java/org/apache/james/mailets/RecipientRewriteTableIntegrationTest.java', 'test_name': 'rrtServiceShouldFollowForwardWhenSendingToAGroup'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/integration-testing/src/test/java/org/apache/james/mailets/crypto/SMIMEDecryptIntegrationTest.java', 'test_name': 'cryptedMessageShouldBeDecryptedWhenCertificateMatches'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/BounceTest.java', 'test_name': 'getMailetInfoShouldReturnValue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/DSNBounceTest.java', 'test_name': 'getMailetInfoShouldReturnValue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/DSNBounceTest.java', 'test_name': 'serviceShouldUpdateTheMailStateWhenNoSenderAndPassThroughIsFalse'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/DSNBounceTest.java', 'test_name': 'serviceShouldNotUpdateTheMailStateWhenNoSenderPassThroughHasDefaultValue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/ForwardTest.java', 'test_name': 'getMailetInfoShouldReturnValue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/RequeueTest.java', 'test_name': 'requeueShouldShouldNotConsumeWhenConfigureIsProvided'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/SPFTest.java', 'test_name': 'serviceShouldSkipSPFCheck'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/delivery/MailDispatcherTest.java', 'test_name': 'dispatchShouldConsumeMailIfSpecified'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/DelayTest.java', 'test_name': 'stringConstructorShouldWorkForNumbers'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/DelayTest.java', 'test_name': 'stringConstructorShouldWorkForNumberAttemptsAndUnitWithSpaces'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'handleSenderFailedExceptionShouldReturnTemporaryFailureByDefault'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'handleSenderFailedExceptionShouldReturnPermanentFailureWhenServerException'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'deliverShouldReturnTemporaryFailureOnTemporaryResolutionException'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'deliverShouldReturnTemporaryErrorWhenFirstDNSProblem'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'deliverShouldReturnTemporaryErrorWhenToleratedDNSProblem'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'deliverShouldReturnPermanentErrorWhenLimitDNSProblemReached'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/remote/delivery/MailDelivrerTest.java', 'test_name': 'deliverShouldReturnPermanentErrorWhenLimitDNSProblemExceeded'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mailets/src/test/java/org/apache/james/transport/util/MimeMessageBodyGeneratorTest.java', 'test_name': 'fromShouldPreservePreviouslySetHeaders'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mock-smtp-server/src/test/java/org/apache/james/mock/smtp/server/model/ConditionTest.java', 'test_name': 'jacksonShouldDeserializeCondition'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mock-smtp-server/src/test/java/org/apache/james/mock/smtp/server/model/ConditionTest.java', 'test_name': 'jacksonShouldSerializeCondition'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mock-smtp-server/src/test/java/org/apache/james/mock/smtp/server/model/ResponseTest.java', 'test_name': 'jacksonShouldDeserializeResponse'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailet/mock-smtp-server/src/test/java/org/apache/james/mock/smtp/server/model/ResponseTest.java', 'test_name': 'jacksonShouldSerializeResponse'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/mailrepository/mailrepository-cassandra/src/test/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryKeysDAOTest.java', 'test_name': 'storeShouldReturnTrueWhenPreviouslyStored'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/crypto/SignedTokenManagerTest.java', 'test_name': 'getValidityShouldRecognizeTokenWhereUsernameIsModified'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/crypto/SignedTokenManagerTest.java', 'test_name': 'getValidityShouldRecognizeTokenWhereSignatureIsModified'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/crypto/SignedTokenManagerTest.java', 'test_name': 'getValidityShouldReturnFalseWhenTokenIsOutdated'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/methods/MIMEMessageConverterTest.java', 'test_name': 'convertToMimeShouldSetCorrectLocalDate'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/methods/MIMEMessageConverterTest.java', 'test_name': 'convertToMimeShouldSetTextBodyWhenProvided'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/methods/SetMailboxesUpdateProcessorTest.java', 'test_name': 'requestChangedShouldReturnFalseWhenRequestValueAndStoreValueAreEmpty'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/methods/SetMailboxesUpdateProcessorTest.java', 'test_name': 'requestChangedShouldReturnTrueWhenRequestValueAndStoreValueAreNotTheSame'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/methods/SetMessagesCreationProcessorTest.java', 'test_name': 'validateIsUserOwnerOfMailboxesShouldThrowWhenMailboxIdDoesntExist'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/AttachmentTest.java', 'test_name': 'isInlinedWithCidShouldReturnTrueWhenIsInlineAndHasCid'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/BlobIdTest.java', 'test_name': 'shouldNotAllowEmptyString'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/CreationMessageTest.java', 'test_name': 'validateShouldReturnErrorWhenNoRecipientSet'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/CreationMessageTest.java', 'test_name': 'validateShouldReturnEmptyListWhenSubjectIsNull'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/FilterConditionTest.java', 'test_name': 'buildShouldWorkWhenGivenInMailboxes'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/HeaderTest.java', 'test_name': 'builderShouldThrowWhenHeaderIsNull'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/HeaderTest.java', 'test_name': 'buildShouldThrowWhenNameIsNotGiven'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/KeywordTest.java', 'test_name': 'keywordShouldCreateNewOneWhenFlagNameLengthEqualsMaxLength'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/MessageHeaderPropertyTest.java', 'test_name': 'valueOfShouldThrowWhenValueIsNotHeader'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/MessageHeaderPropertyTest.java', 'test_name': 'equalsShouldBeFalseWhenDifferentProperties'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/MethodCallIdTest.java', 'test_name': 'nullInputShouldThrow'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/SetMailboxesResponseTest.java', 'test_name': 'mergeIntoShouldCopyItemsWhenBuilderIsEmpty'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/mailbox/MailboxCreateRequestTest.java', 'test_name': 'builderShouldThrowOnNullRole'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/mailbox/MailboxCreateRequestTest.java', 'test_name': 'builderShouldThrowOnNullSortOrder'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/mailbox/MailboxCreateRequestTest.java', 'test_name': 'builderShouldThrowOnNullName'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/mailbox/MailboxTest.java', 'test_name': 'parentIdDefaultValueIsEmpty'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/mailbox/MailboxTest.java', 'test_name': 'totalMessagesShouldReturnZeroWhenZero'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/mailbox/SortOrderTest.java', 'test_name': 'sortOrderShouldNotBeNegative'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/send/MailSpoolTest.java', 'test_name': 'sendShouldEnQueueTheMail'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenFrom'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenHasAttachment'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenAttachments'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenAfter'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenIsFlagged'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenIsNotAnswered'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenIsNotDraft'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenIsRead'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenMaxSize'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenHeaderWithOneElement'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenHeaderWithTwoElements'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/FilterToCriteriaTest.java', 'test_name': 'filterConditionShouldMapWhenHasKeyword'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'toPlainTextShouldNotModifyPlainText'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'toPlainTextShouldReplaceSkipLine'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'toPlainTextShouldConciderUpperCaseLabelsAsLowerCase'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'imgShouldBeWellHandled'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'imgShouldBeWellInsertedInText'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'imgShouldNotBeDisplayedOnEmptyAlt'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'imgShouldNotBeDisplayedOnWhiteSpaceAlt'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'imgShouldNotBeDisplayedOnLineBreakSpaceAlt'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'imgShouldNotBeDisplayedOnMissingAlt'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'nestedListsShouldBeWellHandled'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/utils/JsoupHtmlTextExtractorTest.java', 'test_name': 'brokenHtmlShouldBeTranslatedUntilTheBrokenBalise'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/http/DefaultMailboxesProvisionerTest.java', 'test_name': 'createMailboxesIfNeededShouldCreateSpamWhenOtherSystemMailboxesExist'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/mailet/SentByJmapTest.java', 'test_name': 'matchShouldReturnRecipientsWhenUserAttributeIsPresent'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/protocols-library/src/test/java/org/apache/james/protocols/lib/AbstractConfigurableAsyncServerTest.java', 'test_name': 'testServerDisabled'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin-integration-test/distributed-webadmin-integration-test/src/test/java/org/apache/james/webadmin/integration/rabbitmq/ConsistencyTasksIntegrationTest.java', 'test_name': 'recomputeMailboxCountersShouldSolveNothingWhenNoInconsistencies'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin-integration-test/webadmin-integration-test-common/src/main/java/org/apache/james/webadmin/integration/WebAdminServerIntegrationTest.java', 'test_name': 'deleteMailboxShouldRemoveAMailbox'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-core/src/test/java/org/apache/james/webadmin/utils/JsonExtractorTest.java', 'test_name': 'parseShouldThrowOnValidationProblemIllegalArgumentException'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-data/src/test/java/org/apache/james/webadmin/routes/UserRoutesTest.java', 'test_name': 'addDelegatedUserShouldSucceed'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-data/src/test/java/org/apache/james/webadmin/routes/UserRoutesTest.java', 'test_name': 'clearAllDelegatedUsersShouldSucceedWhenEmptyAddedUsers'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/DomainQuotaRoutesTest.java', 'test_name': 'putCountShouldSetToInfiniteWhenMinusOne'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/DomainQuotaRoutesTest.java', 'test_name': 'putSizeShouldSetToInfiniteWhenMinusOne'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/EventDeadLettersRoutesTest.java', 'test_name': 'deleteShouldRemoveAllEventsOfAGroup'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/GlobalQuotaRoutesTest.java', 'test_name': 'putCountShouldHandleMinusOneAsInfinite'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/UserQuotaRoutesTest.java', 'test_name': 'putCountShouldSetToInfiniteWhenMinusOne'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/UserQuotaRoutesTest.java', 'test_name': 'putSizeShouldAcceptValidValue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/routes/UserQuotaRoutesTest.java', 'test_name': 'deleteSizeShouldSetQuotaToEmpty'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailbox/src/test/java/org/apache/james/webadmin/service/ExportServiceTest.java', 'test_name': 'exportUserMailboxesDataShouldProduceAFileWithExpectedExtension'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/protocols/webadmin/webadmin-mailqueue/src/test/java/org/apache/james/webadmin/routes/MailQueueRoutesTest.java', 'test_name': 'listAllMailQueuesShouldReturnSingleElementListWhenOnlyOneMailQueue'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/queue/queue-activemq/src/test/java/org/apache/james/queue/activemq/ActiveMQHealthCheckTest.java', 'test_name': 'checkShouldReturnUnHealthyWhenActiveMQDown'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/queue/queue-pulsar/src/test/java/org/apache/james/queue/pulsar/PulsarMailQueueFactoryTest.java', 'test_name': 'getExistingMailQueueShouldReturnPreviouslyCreatedMailQueueInstance'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/queue/queue-rabbitmq/src/test/java/org/apache/james/queue/rabbitmq/view/cassandra/configuration/CassandraMailQueueViewConfigurationTest.java', 'test_name': 'fromShouldReturnConfiguredSliceWindow'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/task/task-api/src/test/java/org/apache/james/task/TaskTypeTest.java', 'test_name': 'creatingATaskTypeFromNullShouldThrow'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/server/task/task-distributed/src/test/java/org/apache/james/task/eventsourcing/distributed/DistributedTaskManagerTest.java', 'test_name': 'inProgressTaskShouldBeCanceledWhenCloseTaskManager'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/third-party/rspamd/src/test/java/org/apache/james/rspamd/RspamdScannerTest.java', 'test_name': 'requiredProcessingStateShouldReturnVirusProcessor'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/third-party/rspamd/src/test/java/org/apache/james/rspamd/client/RspamdHttpClientTest.java', 'test_name': 'checkVirusMailUsingRspamdClientWithExactPasswordShouldReturnHasVirus'}
{'file_path': 'projects/atlas/SUBPROJECT/james-project/third-party/spamassassin/src/test/java/org/apache/james/spamassassin/SpamAssassinInvokerTest.java', 'test_name': 'scanMailShouldModifyHitsField'}
